,NAME,2021-03-10,2021-03-11,2021-03-12,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14
BK0929,地塞米松,38.81,43.13,32.88,42.86,45.01,41.51,50.94,60.38,67.39,68.19,84.64,83.02,82.48,89.49,87.87,87.6,90.3,84.1,69.81,25.88,39.89,70.35,84.1,91.11,90.03,90.3,85.98,79.25,81.4,89.49,72.24,81.13,86.79,87.87,91.11,90.3,93.53,90.3,90.03,87.33,85.44,85.18,87.6,82.75,81.4,87.06,84.91,89.22,84.64,71.97,83.29,82.48,44.2,17.79,11.86,22.37,20.75,40.7,63.07,73.58,56.06,50.13,22.64,17.25,30.19,12.94,17.52,12.94,46.36,36.66,27.22,33.69,49.06,52.56,52.56,51.48,50.94,41.78,30.19,21.29,32.61,22.37,21.83,34.77,37.2,59.3,64.15,68.19,41.24,53.64,50.94,26.95,15.36,15.36,13.48,14.02,7.82,10.78,18.6,31.81,32.88,51.21,40.97,44.74,40.97,29.11,22.91,22.1,30.73,26.15,30.46,39.62,38.01,38.81,52.02,28.84,38.81,47.71,29.65,18.06,25.34,28.57,43.94,44.74,45.28,50.67,60.11,63.61,54.45,55.26
BK0984,华为汽车,38.54,12.94,8.89,12.13,21.83,19.14,31.54,57.68,51.21,54.45,61.73,51.75,33.42,63.61,64.42,73.85,60.38,65.77,26.95,8.09,5.93,13.75,23.45,27.76,27.22,44.2,23.99,12.13,26.68,17.52,12.13,13.75,31.0,40.7,31.27,33.69,48.25,52.56,69.81,70.89,54.72,47.17,35.31,18.6,36.12,25.61,44.74,64.69,69.54,68.19,48.25,37.74,35.04,89.22,91.91,94.07,94.07,85.98,94.61,93.53,94.07,78.98,91.91,90.84,82.75,73.32,70.08,75.74,77.63,93.8,93.26,93.8,95.96,95.15,90.84,90.84,89.49,91.64,91.64,91.37,94.07,92.45,91.64,92.18,94.07,94.88,93.8,90.3,86.25,81.13,85.98,84.64,88.41,79.78,83.56,86.25,88.95,88.95,90.3,89.76,89.22,91.64,88.68,80.59,77.09,80.05,87.33,87.6,84.64,84.37,68.73,78.71,65.5,79.78,74.12,73.05,52.29,51.48,48.79,53.1,21.56,23.99,15.09,19.14,22.91,9.7,4.85,1.89,8.63,18.33
BK0996,毛发医疗,38.27,11.32,8.36,12.4,21.56,18.87,31.0,58.76,50.94,54.99,61.46,51.48,35.58,64.69,64.69,73.58,59.84,66.31,27.22,5.39,5.66,14.02,24.8,27.22,29.38,45.55,23.72,11.32,24.26,16.71,11.59,14.82,33.42,40.16,32.35,35.31,47.98,55.26,70.62,70.08,57.41,46.63,36.12,16.71,35.04,26.68,43.4,60.65,53.1,40.16,33.15,20.22,9.16,5.93,4.31,4.85,4.31,2.96,4.04,5.66,5.93,6.47,4.85,11.59,17.25,25.07,20.49,16.98,11.32,11.59,18.6,24.53,23.99,15.09,29.65,33.15,36.39,42.86,32.35,35.31,35.04,41.51,41.51,26.15,15.9,13.21,20.75,26.68,37.74,39.35,33.15,25.61,38.54,55.26,60.11,78.17,0.0,0.54,0.27,2.7,2.96,6.74,4.04,4.04,7.55,0.54,1.35,1.08,0.54,0.54,0.27,0.81,0.81,1.08,2.7,0.54,0.54,0.54,0.27,1.08,1.62,2.43,2.7,2.7,3.23,12.67,20.49,23.18,18.6,13.48
BK0994,空间站概念,38.01,13.21,11.59,13.21,16.98,19.41,33.42,59.03,53.91,53.37,60.38,56.33,33.15,61.19,62.8,72.24,58.49,63.61,29.38,7.28,7.28,12.94,22.1,30.46,30.73,41.78,22.37,7.55,25.88,18.87,10.51,12.13,33.96,41.24,33.69,34.23,49.6,53.91,70.35,67.65,55.53,43.67,37.47,14.29,37.47,26.95,43.13,61.73,56.87,41.51,36.12,17.79,8.89,9.7,3.23,5.66,2.43,3.23,3.23,4.85,4.58,3.77,3.23,11.32,16.71,26.95,20.75,16.71,12.67,11.05,17.25,23.45,22.91,16.17,31.0,33.42,36.66,44.74,33.42,37.2,35.31,43.13,40.16,26.68,14.29,12.4,19.95,25.34,53.1,78.44,87.6,86.52,89.22,82.21,88.68,83.83,82.21,83.02,78.71,79.78,79.25,81.13,82.75,80.32,87.6,87.87,83.83,78.44,74.39,73.05,75.47,79.51,82.21,92.18,77.63,84.91,87.06,82.48,85.44,79.78,83.56,63.88,69.27,76.82,59.84,63.61,66.31,58.22,56.06,60.92
BK0983,核污染防治,37.74,13.48,14.82,14.56,17.79,20.75,28.3,54.18,54.45,52.29,59.57,56.6,37.47,62.53,61.46,74.66,61.46,67.39,25.07,4.04,5.39,10.78,25.88,32.08,28.03,45.28,24.53,9.16,24.8,14.29,13.21,14.02,30.73,41.78,30.73,37.2,45.82,51.21,67.39,68.73,56.6,46.9,37.74,15.09,1.89,2.43,5.93,11.32,13.21,11.05,7.55,14.56,18.87,16.17,16.17,15.09,21.83,11.32,15.09,19.95,15.9,35.04,40.16,40.16,55.26,55.8,49.87,48.25,54.72,50.94,53.1,49.33,38.81,41.78,28.57,29.38,38.81,51.75,54.72,63.34,69.81,67.65,67.92,63.88,62.53,53.64,61.46,63.61,43.13,58.76,77.63,79.78,79.78,77.63,84.91,88.95,84.1,85.71,91.37,88.41,84.64,91.11,91.37,92.45,86.25,81.67,85.18,85.44,91.64,92.45,85.18,85.98,90.3,94.61,86.25,84.64,85.71,66.58,57.41,66.31,60.38,51.48,50.94,52.56,56.6,62.8,48.79,41.78,50.4,48.25
BK0986,CAR-T细胞疗法,37.47,11.59,8.63,16.17,22.91,22.1,33.15,57.41,50.67,50.4,60.11,50.67,35.85,65.77,60.65,73.32,59.3,67.65,27.49,6.47,4.31,14.29,25.61,28.03,30.19,44.74,22.91,9.97,25.07,18.6,11.05,13.21,34.77,39.89,30.46,36.39,49.87,52.02,68.73,69.81,54.45,45.55,35.04,14.02,36.39,25.07,43.94,61.19,54.18,44.2,32.61,18.87,9.7,8.09,7.01,3.23,2.16,4.58,5.39,4.31,3.23,6.2,2.96,9.16,8.36,9.97,9.43,7.55,22.37,22.64,25.88,20.75,18.06,50.94,39.62,44.2,67.39,73.58,54.45,20.49,30.19,29.65,33.96,42.05,57.14,69.54,76.55,76.55,76.82,76.01,77.9,65.77,53.1,16.98,17.25,29.65,18.06,22.91,23.45,64.69,57.68,58.76,42.05,26.15,21.29,10.78,9.43,7.28,5.39,2.7,2.43,2.7,2.96,4.31,5.93,5.12,6.74,5.66,8.36,5.12,6.74,7.82,15.9,27.22,25.34,35.85,34.23,42.86,46.9,53.1
BK0985,换电概念,37.2,9.43,8.09,15.09,16.71,21.56,32.35,60.11,54.18,55.8,61.99,54.99,34.23,60.38,64.15,72.51,57.68,62.26,28.84,8.63,5.12,9.43,26.15,31.27,31.27,41.24,20.22,10.51,26.95,16.17,10.24,14.29,33.15,38.54,33.15,35.04,47.44,54.45,68.19,68.19,55.26,47.71,36.66,14.56,34.23,28.57,42.86,63.61,56.33,43.67,35.85,17.52,9.97,7.55,4.04,75.74,83.83,79.78,89.76,88.14,90.03,84.91,81.4,80.86,80.59,75.74,70.89,52.83,52.29,59.03,65.23,67.65,61.19,51.21,46.9,54.72,42.59,67.12,64.96,71.16,64.15,61.99,72.24,63.07,52.56,49.06,58.49,66.85,61.73,64.42,67.39,67.39,72.78,77.36,73.58,74.12,76.01,71.97,70.89,67.65,75.2,77.63,73.85,79.25,83.56,90.84,90.03,87.87,88.95,85.71,83.56,87.33,87.33,81.4,79.25,78.44,74.66,64.69,77.36,77.63,59.57,67.65,65.5,62.53,49.87,23.18,25.61,30.73,36.66,36.66
BK0976,被动元件,36.93,12.13,9.16,12.94,22.64,18.06,31.27,56.6,52.02,55.53,59.03,43.13,68.73,72.24,74.12,67.12,87.87,88.41,95.96,95.42,95.15,96.23,89.49,94.61,96.5,96.23,95.96,94.61,92.99,84.37,86.25,74.12,68.19,54.18,42.59,54.18,34.77,33.96,12.94,8.63,4.04,2.43,7.55,8.89,6.47,5.12,7.01,7.01,5.12,5.39,7.01,6.2,18.06,14.29,14.56,14.82,11.86,11.05,41.78,78.98,75.2,76.55,73.05,70.62,78.98,73.85,87.33,84.64,92.72,92.18,90.03,89.22,88.68,91.11,90.3,92.18,94.61,93.53,93.26,93.8,95.69,96.77,96.5,95.42,95.15,95.69,94.88,94.34,92.45,93.8,94.07,93.53,93.8,91.64,92.99,91.91,93.26,93.53,94.07,93.8,90.84,84.64,90.84,83.29,89.76,81.13,76.55,72.24,67.39,53.64,49.87,53.91,62.53,57.95,61.19,43.13,17.25,12.67,15.09,29.65,8.63,9.7,4.85,7.82,2.16,1.35,2.43,1.35,2.7,3.77
BK0977,碳化硅,36.66,12.67,11.05,15.63,16.17,15.63,33.69,54.45,49.87,50.13,58.49,50.94,36.66,65.5,59.57,72.78,14.56,60.65,83.29,93.53,88.68,37.74,19.68,23.18,26.15,16.44,17.79,40.16,38.54,23.45,43.94,69.54,59.3,48.25,44.47,53.91,38.01,8.36,1.89,1.62,2.16,6.47,10.24,9.97,29.65,13.75,29.92,18.87,10.51,13.21,10.78,2.96,23.72,28.84,45.82,36.12,52.83,63.88,93.8,96.23,96.5,97.57,98.38,98.38,97.84,99.19,99.19,99.46,99.46,99.46,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.46,98.92,98.65,98.65,97.84,94.88,95.15,95.69,93.53,82.21,62.53,29.38,63.88,53.91,78.71,78.44,76.28,83.83,72.24,88.68,91.11,86.25,78.17,86.52,78.71,84.37,77.09,86.52,89.22,90.3,88.95,92.99,80.59,73.85,59.03,68.19,61.99,70.08,78.71,69.81,62.26,76.01,81.13,36.39,37.47,25.61,44.47,45.82,28.84,15.9,33.42,22.64,33.69
BK0988,钠离子电池,36.39,10.24,10.51,13.75,17.25,16.71,33.96,58.49,53.64,53.1,63.61,54.45,31.81,59.84,62.53,75.47,62.53,66.04,30.19,6.74,7.01,10.24,22.37,29.92,29.92,42.32,22.64,8.09,23.45,15.9,10.78,12.4,29.92,41.51,34.23,33.15,49.06,53.64,69.27,66.31,55.8,43.4,38.01,16.17,35.31,24.26,41.78,64.15,53.37,42.32,34.77,18.06,8.09,9.43,4.58,2.96,1.89,2.43,2.96,5.12,5.39,3.5,3.5,12.4,16.44,28.57,21.29,15.9,12.4,10.78,96.77,96.77,97.84,88.95,82.21,84.37,71.7,87.87,75.47,88.14,90.84,94.61,97.04,97.84,97.84,97.84,97.84,98.38,98.65,99.19,98.38,98.65,98.92,98.92,98.65,99.46,99.46,99.19,99.46,99.46,99.46,99.46,99.19,98.92,98.65,99.19,98.92,99.19,98.92,98.92,98.11,98.65,97.84,92.99,98.65,87.06,87.33,90.03,89.22,95.15,73.58,67.12,46.36,63.34,62.8,12.13,11.86,7.82,24.8,66.85
BK0972,快手概念,36.12,11.86,21.29,35.85,43.4,45.01,40.7,19.68,22.37,36.39,42.32,47.44,44.74,25.61,17.25,18.6,15.63,8.89,5.12,9.7,9.43,30.73,40.97,49.06,64.15,50.13,62.8,48.25,56.06,42.05,24.53,18.6,13.21,17.79,25.07,39.89,18.87,6.2,11.59,15.63,16.44,9.43,18.6,12.67,2.43,3.23,2.16,6.74,7.01,6.2,5.66,8.36,14.29,11.32,15.36,16.17,22.91,29.38,19.68,18.33,20.75,13.21,27.22,33.96,50.67,61.99,59.03,47.98,39.89,32.61,32.88,25.61,25.61,29.65,16.71,12.13,12.94,16.71,25.88,23.72,18.6,25.88,10.24,11.32,17.25,7.01,5.93,11.32,4.85,8.89,7.01,13.48,11.59,9.43,12.67,6.2,15.09,13.75,9.7,9.16,8.36,4.04,4.85,1.89,2.43,4.04,4.85,4.58,5.93,5.66,10.51,7.55,15.9,27.49,16.71,23.45,25.34,37.74,38.01,35.85,51.21,55.8,67.12,60.65,60.38,76.82,70.35,75.47,77.63,69.27
BK0999,茅指数,35.85,11.05,9.97,13.48,20.49,17.79,34.5,53.91,49.6,51.21,61.19,53.37,36.39,65.23,59.03,71.97,62.26,66.85,27.76,4.58,2.96,8.89,26.68,26.95,31.0,43.13,21.29,8.63,25.61,15.63,14.02,14.56,32.08,39.62,32.08,35.85,48.79,51.75,68.46,69.27,54.99,44.47,34.5,15.9,37.74,27.22,44.2,64.42,54.99,40.97,33.96,19.14,9.43,6.2,6.47,5.12,2.96,4.04,4.85,2.96,2.43,5.93,2.7,12.67,14.56,27.76,21.02,17.52,11.05,11.32,19.14,23.72,23.45,14.56,29.11,32.35,37.2,43.67,33.15,36.39,33.69,42.32,42.05,26.95,14.82,13.48,20.49,24.8,37.2,39.62,33.42,24.53,38.81,54.72,59.03,77.63,56.06,49.87,43.4,43.13,39.35,41.51,45.28,46.09,46.63,38.81,33.42,32.35,29.92,49.06,51.48,56.6,1.35,2.43,12.13,1.08,0.27,5.39,1.35,1.62,1.35,0.81,0.27,0.54,0.54,0.54,1.08,1.08,0.54,0.27
BK0979,低碳冶金,35.58,14.29,13.48,17.25,19.95,20.22,29.65,56.06,48.25,53.91,63.07,52.02,33.96,63.07,60.92,71.16,61.73,64.15,26.15,3.5,3.77,12.4,24.26,28.84,87.33,95.69,94.34,91.37,84.64,82.48,87.06,96.77,97.57,96.77,96.77,95.69,93.26,98.65,99.19,98.92,99.46,99.46,94.88,96.23,93.8,97.04,94.88,92.99,97.3,98.11,94.34,83.83,81.67,81.67,57.68,53.1,38.27,7.01,0.27,0.27,0.0,0.0,0.0,1.89,1.89,1.35,2.43,5.39,2.43,4.58,12.4,13.48,30.19,12.67,9.7,14.56,18.33,7.82,8.09,26.95,35.58,25.61,38.54,29.11,55.26,62.53,91.11,92.18,90.3,90.3,89.76,91.91,92.99,94.07,92.45,93.53,89.49,94.07,89.49,84.91,86.79,84.37,79.25,87.06,75.2,84.91,74.66,76.28,83.83,94.61,96.23,88.41,74.93,63.88,90.3,92.99,97.04,95.69,98.11,98.11,98.92,98.92,99.46,99.46,99.46,99.19,99.19,99.19,98.92,97.3
BK0992,REITs概念,35.31,10.78,10.78,15.36,18.87,17.52,34.23,59.3,50.4,52.02,62.53,55.26,37.2,64.15,62.26,75.74,57.95,67.92,29.11,5.93,6.2,11.86,22.64,29.65,29.65,42.59,23.45,10.78,23.72,16.98,14.82,12.94,34.23,42.32,34.5,37.74,50.13,53.37,69.0,66.04,56.06,43.13,38.27,17.52,35.85,24.53,41.51,63.88,55.26,43.94,35.31,18.33,11.59,9.16,6.2,2.7,2.7,2.7,2.7,5.39,5.66,5.39,3.77,12.94,15.9,26.42,20.22,16.44,12.13,12.13,17.52,22.64,22.1,15.36,2.96,2.7,4.31,2.7,2.7,9.43,5.12,7.82,11.32,5.12,9.16,5.39,6.2,13.48,14.02,18.33,14.29,11.59,15.63,19.95,20.22,25.61,15.36,15.36,19.95,11.05,10.51,12.4,12.94,19.68,16.44,24.53,15.63,12.67,21.56,33.15,37.74,31.81,31.27,27.76,34.77,31.54,51.48,53.1,46.36,49.87,77.36,71.43,75.74,64.69,62.53,60.11,67.92,68.46,59.3,35.31
BK0993,宠物经济,35.04,15.9,14.29,14.02,18.33,17.25,28.84,55.53,52.83,51.75,57.95,55.8,35.04,62.8,61.73,71.43,60.65,66.58,28.03,3.23,3.23,10.51,23.99,28.3,28.3,46.36,25.07,9.7,25.34,14.56,11.86,13.48,30.46,42.86,31.81,36.93,46.36,50.67,67.12,69.54,56.87,46.36,37.2,15.63,37.2,24.8,42.32,62.8,53.64,42.59,32.08,20.75,11.32,8.89,5.39,5.39,4.58,3.77,5.66,3.23,4.85,5.12,6.2,13.48,15.09,27.22,21.56,15.63,10.78,10.51,16.71,21.83,22.64,14.82,30.19,32.88,35.58,43.94,33.69,37.47,34.5,43.4,41.78,3.5,2.96,2.96,1.35,1.35,0.0,0.27,0.27,0.27,0.0,0.0,0.0,0.0,1.08,1.35,0.54,0.54,0.27,0.27,0.0,0.27,0.81,0.81,0.54,1.62,5.12,3.23,2.96,4.31,5.12,4.58,6.2,4.58,3.23,2.7,1.62,4.31,9.16,11.86,19.68,7.01,5.39,5.39,9.97,5.12,2.43,1.08
BK1001,内贸流通,34.77,16.71,11.32,12.67,17.52,22.37,30.19,53.64,53.1,52.83,60.92,54.72,32.35,63.88,58.49,70.89,63.34,67.12,28.3,4.85,4.04,9.97,25.34,30.73,29.11,46.09,20.49,11.86,24.53,17.79,12.4,11.59,31.54,42.05,31.54,33.96,46.9,55.53,69.54,69.0,58.76,45.28,35.58,15.36,33.69,26.42,42.05,62.53,54.45,41.24,32.35,19.41,7.55,8.63,7.28,3.5,5.66,4.31,5.12,6.2,2.96,3.23,5.66,10.51,17.52,25.61,23.72,18.06,13.75,9.97,16.17,22.1,21.83,16.44,31.27,33.69,36.12,44.47,32.61,36.12,33.96,42.86,40.97,26.42,14.02,12.13,20.22,26.15,36.93,39.89,34.5,25.34,39.08,54.99,59.3,77.09,56.6,50.13,42.86,43.4,39.62,40.97,45.01,46.36,46.09,39.08,32.88,32.61,30.19,48.79,51.21,56.06,51.75,15.9,5.39,1.62,11.32,14.29,25.34,28.84,50.13,48.52,55.26,47.98,47.98,55.26,60.92,60.38,53.1,46.09
BK0987,盐湖提锂,34.5,16.44,14.56,17.52,22.37,18.33,29.92,53.37,50.13,50.94,64.15,52.83,36.12,60.92,63.07,75.2,62.8,64.42,29.65,5.12,6.74,9.7,26.95,27.49,27.49,45.01,22.1,9.43,27.49,14.82,9.97,15.36,34.5,40.43,35.31,35.58,45.28,53.1,67.65,70.35,58.22,47.44,36.93,18.33,35.58,27.49,41.24,60.92,55.8,41.78,34.5,18.6,10.24,7.28,5.66,3.77,5.39,3.5,4.31,4.04,5.12,7.01,5.93,11.05,17.79,26.15,22.1,15.36,14.29,26.15,61.19,49.06,39.35,33.96,32.88,29.65,69.81,90.84,95.96,96.23,99.73,99.73,99.46,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.19,99.46,99.19,98.92,98.92,98.92,98.65,98.38,93.26,95.15,94.07,95.15,94.34,96.23,87.6,82.48,92.18,84.64,94.88,97.3,94.34,92.45,88.41,95.96,86.79,84.64,35.04,47.17,84.64,87.06,67.65,60.11,87.33,94.34
BK1000,宁组合,34.23,14.56,12.94,18.33,21.29,21.02,32.08,56.33,48.52,52.56,59.84,51.21,35.31,62.26,58.76,71.7,58.22,65.5,24.8,6.2,4.85,9.16,22.91,29.11,28.57,43.94,19.95,7.82,27.22,15.09,12.67,12.67,32.61,38.01,32.61,34.5,46.09,52.29,66.58,67.92,58.49,45.82,33.69,17.25,33.42,26.15,42.59,61.99,54.72,43.4,32.88,20.49,11.05,9.97,6.74,4.04,4.04,1.35,3.77,5.93,4.04,4.58,5.12,9.97,16.17,28.3,22.64,15.09,12.94,11.86,18.06,23.18,21.56,15.9,29.92,32.61,35.31,45.01,32.08,35.85,33.42,41.78,40.7,25.34,15.63,12.94,19.68,25.61,38.01,40.43,33.96,24.8,38.01,55.53,59.84,78.44,56.33,50.67,43.13,42.86,39.08,41.24,45.55,46.63,46.36,38.54,33.15,32.08,29.65,48.52,50.94,56.33,52.02,15.63,5.12,1.35,11.59,14.56,25.61,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.81,4.04
BK0989,储能,33.96,9.7,9.43,14.82,16.44,20.49,30.46,59.57,52.56,56.06,63.34,54.18,32.88,60.65,59.84,74.93,59.03,62.8,25.88,8.36,2.16,12.13,24.53,31.0,26.68,44.47,21.02,8.89,26.15,15.36,11.32,15.9,30.19,38.27,32.88,36.12,45.55,54.18,66.85,68.46,54.18,44.74,36.39,14.82,36.66,27.76,40.7,62.26,56.6,40.7,34.23,21.02,8.36,7.82,3.5,2.16,5.12,0.81,1.89,2.7,2.7,4.85,4.31,11.86,14.82,26.68,22.37,18.6,13.48,9.7,16.98,23.99,92.99,90.84,91.91,93.53,93.26,96.23,94.07,96.5,97.04,96.23,96.77,95.69,97.3,97.57,97.3,97.04,96.23,97.3,96.5,95.69,97.04,96.77,95.96,96.77,98.11,98.92,98.92,99.19,99.19,99.19,99.46,99.46,99.46,99.46,99.19,99.46,99.19,99.19,99.19,98.92,99.19,98.92,99.19,98.92,95.15,83.56,85.18,90.03,64.96,78.17,61.19,60.92,51.75,7.01,7.01,4.58,11.05,28.3
BK0997,NFT概念,33.69,16.17,12.13,16.44,19.68,21.83,34.77,57.14,51.48,51.48,58.76,52.56,32.61,61.73,63.34,70.62,59.57,63.34,25.34,7.01,2.7,11.32,27.22,31.81,27.76,43.4,21.56,11.05,27.76,17.25,12.94,15.09,33.69,38.81,34.77,33.42,48.52,54.99,66.31,67.39,57.95,43.94,33.96,16.44,34.5,25.34,40.97,60.38,57.14,42.86,33.69,19.68,10.78,7.01,4.85,4.58,3.77,1.62,4.58,4.58,2.16,5.66,6.47,10.78,15.63,27.49,22.91,18.33,11.86,12.94,18.33,24.26,23.18,16.98,30.46,32.08,35.85,43.4,31.81,36.93,33.15,42.59,40.43,25.61,15.36,14.02,19.14,25.07,36.66,40.7,33.69,25.88,37.74,55.8,60.38,77.9,56.87,50.4,8.89,15.9,14.56,7.55,7.28,5.12,6.2,8.89,12.94,7.01,9.7,6.74,13.21,17.52,20.49,23.18,11.32,34.23,34.23,27.22,35.31,29.38,59.03,56.87,66.31,65.23,89.49,95.69,82.48,88.95,84.91,91.64
BK0998,机器视觉,33.42,14.02,13.75,16.71,20.22,18.6,32.61,58.22,49.33,50.67,59.3,53.64,32.08,61.46,63.61,70.35,60.11,63.07,25.61,7.55,6.47,11.59,26.42,29.38,30.46,42.86,24.8,7.28,28.03,14.02,14.29,16.17,31.27,39.08,33.96,37.47,46.63,54.72,66.04,67.12,57.68,44.2,34.23,17.79,34.77,25.88,44.47,61.46,53.91,43.13,33.42,19.95,10.51,6.74,5.93,4.31,3.5,1.89,2.16,3.5,4.31,4.31,4.58,10.24,15.36,25.34,23.18,16.17,11.59,12.4,18.87,22.37,23.72,15.63,30.73,31.81,36.93,43.13,31.54,36.66,34.77,42.05,42.32,25.88,15.09,12.67,19.41,26.42,38.27,40.97,34.77,25.07,38.27,54.45,58.76,77.36,57.14,49.6,59.03,70.08,69.54,60.38,67.12,67.12,60.65,68.73,66.31,63.61,63.07,52.29,45.01,43.67,45.01,68.19,76.55,74.66,60.92,56.33,67.12,36.93,27.22,38.01,30.73,31.27,36.39,38.01,36.66,42.59,38.54,60.65
BK0978,光伏建筑一体化,33.15,15.09,11.86,18.06,22.1,21.29,30.73,56.87,47.98,53.64,63.88,53.91,34.5,64.42,60.38,70.08,58.76,64.96,26.42,4.31,31.27,32.61,17.79,8.09,2.7,5.93,8.09,7.01,3.23,3.23,3.23,6.2,3.77,2.43,4.04,2.96,2.16,9.16,6.47,7.28,17.52,13.75,11.59,22.1,13.75,12.4,17.79,19.14,23.72,21.56,18.33,31.27,21.56,30.19,35.85,25.88,42.05,39.08,29.38,26.15,24.53,30.46,53.1,58.76,58.49,60.92,50.13,57.14,56.87,61.73,71.43,95.96,98.92,98.65,99.46,99.19,98.65,99.19,99.46,99.73,99.19,99.19,98.92,98.11,98.92,98.65,98.65,99.19,99.19,98.92,98.65,92.99,91.91,90.3,80.32,72.78,85.98,81.13,78.44,83.29,84.91,83.56,80.05,75.47,50.4,67.39,47.98,53.91,45.82,49.6,28.03,7.01,4.31,3.77,33.42,69.54,64.42,51.75,77.9,82.48,60.92,93.8,93.53,91.64,90.57,79.78,80.32,74.93,77.9,85.71
BK0975,磁悬浮概念,32.88,12.4,15.09,15.9,19.14,16.98,29.11,57.95,53.37,78.44,72.78,62.53,55.26,39.08,50.13,51.21,19.41,19.68,13.21,44.47,22.1,17.25,8.89,6.74,4.31,2.96,4.31,3.77,4.85,7.01,7.55,26.42,9.43,8.09,7.82,7.01,11.05,17.52,17.52,12.13,11.32,11.86,13.75,21.56,38.01,33.15,47.71,42.05,64.42,75.2,72.78,55.26,69.27,82.21,92.72,92.45,93.8,95.96,92.99,88.41,91.64,93.53,92.99,91.11,74.93,81.94,72.51,71.97,65.5,64.69,68.73,78.44,78.44,73.85,68.73,67.92,61.73,78.98,84.91,91.11,89.76,85.44,82.75,83.83,84.91,81.67,88.41,88.14,87.6,88.95,87.87,85.18,85.44,86.25,78.98,85.98,84.37,78.98,78.17,77.09,77.09,76.55,86.52,83.83,88.14,91.64,86.79,86.52,87.87,82.21,86.25,83.29,82.75,83.56,84.91,79.25,80.59,85.18,82.48,88.41,87.06,93.26,85.71,90.3,85.44,60.92,62.26,56.6,60.65,81.4
BK0973,注射器概念,32.61,14.82,14.02,31.0,39.62,32.35,65.5,76.01,88.68,87.87,89.49,90.84,80.59,81.94,86.79,77.63,84.91,86.79,85.98,87.06,94.61,95.15,90.57,89.22,84.64,84.91,69.0,81.67,85.98,90.3,91.91,93.26,94.34,95.42,93.53,94.07,95.96,96.5,91.64,91.11,92.18,92.72,97.3,98.65,99.19,99.46,99.19,99.46,98.38,99.19,99.19,99.46,99.19,98.92,99.73,99.73,99.19,98.38,98.92,98.38,97.04,95.96,83.02,71.43,48.25,46.36,57.95,59.57,77.36,81.67,71.7,71.16,77.09,69.81,40.7,35.31,53.91,58.49,65.23,41.51,83.56,77.63,80.59,84.37,86.25,93.26,91.91,89.49,80.86,79.78,85.71,76.82,67.65,36.93,23.99,34.5,47.17,49.33,32.88,78.98,61.19,75.74,71.16,69.54,67.65,46.63,54.45,64.96,53.64,44.74,31.54,70.35,69.54,78.98,85.71,79.51,61.46,72.78,67.92,34.23,35.31,23.45,30.19,27.76,28.57,21.29,21.56,15.9,40.7,56.87
