,NAME,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22,2021-09-23,2021-09-24,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-08,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15
BK0680,智能家居,39.35,36.39,36.66,33.96,38.01,43.67,53.91,60.65,60.65,63.88,65.77,67.39,67.39,67.12,70.89,70.35,67.65,70.35,68.73,67.12,64.96,63.07,63.34,63.61,63.34,61.99,60.38,59.03,54.99,53.91,53.1,50.94,49.06,49.06,47.98,50.13,44.47,46.9,47.98,48.79,53.64,54.72,56.6,59.03,57.41,59.3,59.57,60.65,59.57,60.38,59.57,56.87,57.95,55.8,52.56,54.18,52.02,53.64,54.18,52.56,52.56,48.52,42.05,37.74,36.39,36.12,31.54,31.54,29.92,26.95,22.91,22.37,18.06,16.98,15.63,12.67,14.02,14.02,15.09,12.13,15.09,17.25,16.98,16.71,15.09,13.21,15.09,15.36,16.71,19.14
BK0707,沪股通,39.08,48.25,50.94,41.24,32.08,30.19,29.11,29.92,31.81,32.88,31.81,32.61,31.54,30.73,31.54,31.81,33.42,32.08,29.92,30.46,32.35,28.3,29.92,30.73,28.57,32.08,32.08,31.54,31.81,32.35,39.08,38.01,37.2,33.42,34.23,32.61,35.85,34.5,31.0,28.84,33.42,35.04,34.77,35.58,36.93,39.35,40.43,40.7,38.54,37.74,37.74,38.27,39.35,38.81,37.47,38.27,37.47,35.85,38.01,39.08,39.08,40.97,40.43,44.2,47.71,49.87,49.87,52.56,54.99,51.48,54.99,55.26,58.76,56.33,55.26,54.72,54.18,56.33,55.53,59.03,58.22,62.8,67.12,65.77,61.73,62.26,64.42,66.85,64.42,66.58
BK0699,全息技术,38.81,29.92,40.7,63.34,66.31,69.0,68.19,73.58,70.35,69.0,70.62,65.5,67.12,64.69,61.46,57.41,56.87,59.57,56.06,53.37,48.52,45.01,45.82,40.97,36.39,52.29,52.02,52.29,60.65,48.79,36.39,42.05,43.13,48.52,49.06,50.67,54.99,61.19,57.95,50.94,50.67,60.65,63.88,67.92,66.04,71.7,69.27,65.5,70.89,68.19,63.61,65.23,66.85,62.26,61.99,67.65,62.26,64.42,62.8,60.65,63.07,63.07,59.3,52.56,50.94,50.4,51.21,49.06,47.71,52.56,43.13,40.43,37.2,37.47,37.2,32.61,34.23,38.01,43.67,50.13,52.02,53.64,52.83,57.14,63.34,54.72,52.83,52.83,40.97,49.87
BK0464,石油行业,38.54,34.23,16.17,19.95,20.49,40.7,27.22,34.23,38.01,58.22,48.25,42.86,37.47,52.83,48.52,48.25,51.21,29.11,24.53,26.15,28.84,39.35,36.66,37.2,32.88,28.3,30.46,29.92,29.38,28.57,25.34,29.92,27.22,27.22,28.3,31.54,33.42,35.04,43.4,42.86,36.66,28.84,18.6,8.36,15.36,13.48,17.52,23.99,32.35,23.18,31.54,35.58,36.39,36.93,40.16,37.47,39.62,43.13,49.87,49.6,43.4,47.17,55.8,60.38,59.57,54.99,62.8,62.26,67.39,59.57,78.71,78.71,84.64,83.83,86.52,87.87,88.41,88.95,85.98,87.6,88.41,91.11,90.3,88.95,94.61,95.69,95.15,94.07,93.26,93.8
BK0617,石墨烯,38.27,39.62,45.55,40.97,33.15,36.12,38.27,39.35,41.78,28.84,31.0,39.08,39.08,41.78,53.37,57.95,57.14,61.46,64.96,66.58,65.23,76.28,77.63,74.93,79.78,83.83,86.52,87.6,87.06,87.6,87.6,87.87,87.6,88.68,88.95,88.95,88.95,89.49,89.22,90.3,88.95,89.76,90.03,88.14,91.91,90.57,92.45,92.18,91.11,91.91,93.8,94.34,93.8,93.26,93.26,93.26,92.99,91.64,92.45,92.18,92.18,91.91,90.3,91.11,91.11,90.84,89.76,89.49,89.76,90.84,90.57,89.49,89.49,91.11,91.11,91.37,91.11,89.76,89.22,88.68,87.87,86.25,84.91,86.25,84.37,80.32,77.09,76.82,77.09,78.44
BK0486,文化传媒,38.01,29.65,23.99,19.41,26.42,31.54,37.2,32.88,26.15,25.61,26.42,26.15,25.61,22.91,19.14,15.9,16.71,18.06,22.91,19.95,19.14,18.87,11.32,12.94,16.17,8.09,6.47,11.32,6.2,4.85,3.5,3.77,3.5,3.5,2.96,3.5,3.77,3.77,4.58,4.04,4.85,4.04,3.23,2.96,2.96,1.89,1.89,0.54,1.35,1.89,2.16,1.62,1.89,1.62,2.16,2.7,2.96,3.5,4.58,3.77,6.47,6.47,7.28,7.55,7.55,7.55,7.55,6.47,7.28,14.56,11.32,8.63,12.67,9.43,12.13,11.59,8.36,10.51,11.86,14.29,12.13,11.05,12.67,10.51,13.21,14.82,11.86,15.63,15.9,14.56
BK0696,国产软件,37.74,31.54,29.65,53.91,61.19,66.31,87.87,91.37,90.03,91.11,89.22,86.25,86.79,76.28,71.16,54.45,53.64,60.65,67.65,67.92,66.58,66.04,68.73,70.89,69.54,73.85,65.23,70.08,72.78,72.51,67.65,62.26,64.69,61.46,63.34,65.77,63.61,60.65,69.81,68.19,67.65,70.89,71.97,75.74,73.85,67.39,65.5,67.65,67.12,64.69,66.31,63.07,63.88,59.3,57.14,58.49,56.87,56.87,53.37,48.79,46.63,45.82,49.6,39.89,38.81,36.66,23.18,23.99,21.83,19.68,17.25,20.22,14.56,22.37,20.49,26.42,27.76,23.72,25.61,24.8,29.92,27.76,22.37,23.18,27.22,21.83,23.72,11.05,11.59,18.33
BK0718,证金持股,37.47,42.32,38.81,27.49,24.26,23.72,21.56,21.83,21.29,22.64,21.02,21.83,20.49,19.41,22.1,23.45,22.64,21.29,20.22,21.29,24.53,22.64,21.29,20.75,19.68,19.41,20.49,18.6,19.41,19.68,22.64,22.91,23.45,21.56,20.75,22.1,23.99,25.61,20.49,20.75,20.22,19.14,21.56,21.83,22.1,22.1,30.46,29.92,26.95,30.19,31.0,31.54,32.35,33.69,33.15,31.0,28.3,30.73,32.35,34.77,35.85,36.66,36.12,42.05,46.09,46.63,52.56,53.37,55.8,53.1,59.3,61.46,66.58,61.99,61.19,61.19,59.84,64.42,64.42,67.12,64.96,70.89,74.93,72.78,73.85,77.36,80.32,79.51,75.47,73.32
BK0920,车联网,37.2,31.0,37.2,52.83,58.76,58.76,73.32,78.71,76.82,78.44,84.1,85.98,84.37,78.71,79.51,77.09,74.39,74.39,77.09,76.82,73.58,73.05,73.05,73.05,68.73,70.35,69.81,72.51,72.24,69.81,64.69,53.64,54.18,58.22,61.99,62.26,63.88,62.8,67.65,66.58,66.04,67.92,67.92,70.08,68.46,66.85,68.19,68.46,66.58,66.04,67.12,65.5,64.69,63.07,61.73,63.34,61.99,61.99,60.92,60.38,59.03,58.49,57.14,51.21,46.9,44.47,35.58,35.04,31.54,30.46,31.0,24.26,23.18,27.22,24.53,21.83,24.26,23.18,24.53,21.83,23.99,23.72,21.56,21.56,23.18,25.07,25.07,18.06,18.6,31.27
BK0867,富时罗素,36.93,42.05,47.98,44.74,35.04,35.31,36.93,40.43,41.24,38.01,38.81,40.97,39.89,37.74,41.24,41.51,41.51,40.43,36.93,38.27,37.2,35.58,37.2,37.74,37.74,41.78,44.74,43.94,43.67,42.05,46.63,45.82,43.94,41.78,41.51,41.78,42.86,41.51,39.62,42.59,42.32,43.94,44.47,45.82,47.98,49.33,49.06,48.52,45.55,45.55,45.01,43.67,44.74,45.28,43.13,44.2,43.13,42.32,42.32,42.32,43.94,45.01,43.94,47.17,48.79,49.33,48.25,50.67,52.56,51.21,53.37,54.72,55.53,55.26,54.18,52.56,52.56,52.56,52.02,54.18,55.8,57.14,61.99,59.57,55.8,56.33,56.6,56.87,54.99,55.53
BK0554,物联网,36.66,37.2,35.85,53.64,62.53,65.77,77.09,81.13,78.98,82.75,87.33,84.64,84.64,78.17,78.44,75.74,74.66,76.01,78.71,79.51,74.93,75.47,75.47,75.2,73.85,75.2,70.89,74.39,73.32,73.05,68.73,68.73,69.27,71.43,73.05,73.85,73.32,72.24,74.93,74.39,74.93,77.36,76.28,76.55,74.66,73.32,71.97,72.51,73.32,73.05,73.58,71.16,71.7,70.08,69.81,70.89,69.54,70.08,69.81,66.31,66.04,64.69,63.34,57.41,56.6,52.56,48.79,48.25,42.32,40.16,35.04,35.58,30.73,36.12,36.12,35.04,37.2,36.39,36.39,32.88,36.93,37.47,33.42,38.81,38.81,36.39,37.47,29.38,34.5,40.43
BK0881,3D玻璃,36.39,35.58,32.08,37.74,41.24,43.4,47.44,54.99,66.58,60.38,66.04,68.46,67.65,74.93,71.97,70.89,63.61,56.06,52.83,50.67,57.68,55.8,56.6,60.65,69.27,78.44,75.74,70.62,65.5,60.38,60.65,57.14,66.58,66.31,66.58,68.46,70.08,74.12,73.05,71.97,73.58,82.21,84.1,87.33,86.25,88.68,87.6,90.03,94.88,94.88,94.88,94.07,93.53,91.91,87.6,86.52,86.25,90.57,88.68,85.71,83.83,83.56,84.37,81.94,77.09,81.13,81.13,79.25,74.39,77.9,73.58,71.7,68.19,69.0,72.51,72.78,72.51,74.93,72.78,72.51,64.42,68.46,59.84,61.99,49.33,41.51,43.13,50.67,62.26,61.99
BK0821,MSCI中国,36.12,39.89,52.83,45.55,31.0,29.11,33.15,39.62,42.59,36.39,37.47,42.59,41.24,38.81,43.67,43.13,45.01,42.32,36.39,39.62,39.35,31.81,34.5,35.04,35.58,40.43,41.78,41.24,38.54,38.54,48.25,41.24,40.16,38.54,38.54,36.93,40.16,37.2,34.23,38.27,38.27,40.97,44.2,45.55,47.44,49.87,49.33,47.17,40.43,41.24,39.89,37.74,38.54,38.54,34.5,37.2,33.15,34.23,33.15,35.04,34.77,38.54,35.31,38.81,40.97,41.78,39.35,42.59,43.94,42.59,44.74,47.98,48.25,48.25,43.67,43.67,42.86,43.13,42.05,44.2,47.98,53.37,62.8,59.3,50.67,49.33,52.56,56.6,52.56,60.38
BK0642,手游概念,35.85,30.46,26.95,29.92,48.52,54.18,59.57,56.6,49.87,54.99,55.26,54.99,57.95,45.28,36.12,30.19,31.54,32.35,39.89,36.39,32.61,30.73,29.65,28.57,26.42,26.42,25.34,26.42,29.11,29.11,23.99,27.76,26.95,26.95,26.95,25.34,23.72,22.64,22.1,16.98,27.76,29.38,24.53,19.68,13.48,11.59,10.78,11.32,21.56,15.36,16.17,15.09,15.36,15.9,16.98,20.22,19.41,18.33,17.25,17.25,19.68,18.06,20.22,15.36,16.17,14.56,15.36,15.9,23.18,36.93,31.54,27.49,35.58,36.39,39.89,43.94,40.97,41.24,39.62,43.13,40.7,33.69,31.54,32.88,40.97,44.47,45.01,42.59,31.27,30.46
BK0804,深股通,35.58,36.66,43.94,45.28,37.74,36.93,41.78,46.09,46.63,40.97,44.74,45.55,44.74,41.51,46.9,45.55,46.09,45.01,42.05,43.67,41.51,37.74,40.97,42.05,43.67,46.63,50.67,50.94,48.79,47.71,53.64,52.02,50.13,49.87,50.94,49.6,47.71,47.44,46.09,47.71,49.6,50.13,53.37,54.45,55.8,56.6,55.53,54.45,52.02,52.29,52.29,50.94,51.48,50.4,47.71,50.4,50.4,49.33,48.79,49.33,50.13,51.48,48.25,48.79,49.33,49.06,46.63,49.87,50.13,50.94,50.13,51.75,52.56,53.1,51.21,50.4,50.13,48.79,49.06,49.87,51.21,52.02,52.02,53.91,48.52,47.71,44.47,42.86,41.78,43.94
BK0970,生物识别,35.31,32.61,34.77,61.19,69.0,67.12,79.78,79.78,86.52,90.57,92.45,92.99,91.91,87.87,85.44,75.2,76.28,78.17,82.48,84.1,84.1,83.02,82.75,84.64,83.29,82.21,79.25,75.74,74.39,74.39,65.5,58.22,57.68,60.65,59.84,61.99,55.26,57.68,64.15,56.06,62.8,64.69,63.61,59.84,58.22,57.14,54.99,53.37,53.91,53.91,53.64,49.33,49.33,44.74,44.74,49.87,47.98,47.98,40.16,35.58,37.2,33.42,35.58,23.45,21.29,21.02,18.33,24.8,19.14,19.95,15.36,11.32,13.75,16.71,14.29,16.44,17.79,15.63,12.94,8.89,13.21,10.51,7.55,5.93,7.55,4.58,3.23,2.16,2.7,5.39
BK0832,工业互联,35.04,35.04,33.96,50.94,53.1,50.4,66.58,66.04,65.23,63.07,64.42,66.04,63.34,59.03,57.68,55.53,49.33,53.91,58.22,61.19,61.46,64.69,67.39,67.12,70.08,73.05,71.43,76.01,78.98,76.82,75.47,73.58,71.16,71.97,74.12,74.93,74.12,72.51,74.66,75.74,76.28,77.09,80.86,83.02,80.86,79.25,78.44,79.78,79.25,78.17,79.25,78.17,77.63,74.66,72.78,72.24,72.78,75.47,73.05,72.51,72.78,74.12,75.47,73.32,73.85,73.05,67.39,68.73,66.58,67.65,66.31,63.88,60.38,65.5,66.85,67.65,68.19,65.23,64.96,61.99,62.53,59.57,56.33,61.46,59.84,54.99,53.64,39.08,42.59,49.6
BK0849,京东金融,34.77,31.81,28.03,25.61,28.57,24.53,34.23,36.66,34.5,43.67,42.86,38.54,38.54,29.92,26.42,25.34,29.38,35.85,41.78,40.7,47.44,47.17,51.75,50.67,50.4,52.02,38.81,37.47,46.09,43.4,48.79,61.19,63.61,54.99,53.64,54.72,52.83,54.72,57.14,48.25,46.63,42.32,37.2,43.4,33.69,31.81,36.12,36.12,34.5,33.96,35.58,32.61,29.92,36.66,38.27,33.96,38.81,37.47,37.74,36.12,36.66,35.04,37.74,37.47,39.62,41.24,42.59,40.16,40.7,37.74,41.24,43.94,47.44,48.52,49.33,46.36,46.63,42.05,39.08,39.89,39.89,44.47,45.01,43.4,46.63,47.44,55.8,40.43,30.46,36.39
BK0833,小米概念,34.5,34.5,41.78,50.67,43.13,42.32,50.67,51.48,66.04,67.92,73.58,75.2,74.93,73.32,76.55,76.01,73.05,71.16,68.46,68.46,62.8,56.33,64.15,62.53,64.96,67.12,63.88,60.92,58.76,62.26,61.99,56.33,59.03,63.07,60.65,64.15,62.26,64.96,67.12,67.12,68.73,70.35,68.73,66.85,67.65,69.27,66.04,66.31,64.96,65.77,64.69,60.92,61.19,60.38,59.03,59.03,56.06,59.03,58.49,54.99,56.6,52.02,46.09,40.43,39.89,39.08,38.27,43.13,33.96,32.88,24.53,25.88,20.75,22.64,18.6,18.87,19.14,18.6,19.68,16.71,18.6,18.87,13.48,12.4,9.16,5.39,4.31,4.58,6.2,7.82
BK0902,MiniLED,34.23,27.76,29.92,44.2,42.32,33.96,48.79,48.52,68.46,71.43,85.18,85.18,81.94,78.44,86.79,88.41,86.79,88.95,84.64,87.33,83.83,77.9,81.94,83.02,86.25,86.79,85.71,85.18,82.48,86.52,86.25,85.71,89.22,91.91,92.45,92.99,92.99,94.34,95.42,94.88,94.07,93.26,92.72,92.18,92.18,92.18,90.3,88.14,86.52,88.14,87.33,85.44,88.14,86.52,85.18,85.98,84.1,85.18,85.98,84.1,82.48,82.21,79.25,76.55,76.55,75.74,76.28,76.28,68.19,64.42,51.21,55.8,50.67,54.45,47.98,42.86,45.28,42.59,43.94,37.47,38.27,34.23,26.15,27.22,26.95,23.99,19.14,21.56,27.22,19.41
BK0990,快递概念,33.96,36.12,26.42,18.33,16.44,16.98,15.9,23.18,23.18,19.14,20.49,25.88,29.38,26.68,27.76,26.42,27.49,22.1,23.99,25.88,26.95,25.88,27.76,28.03,30.46,30.19,33.15,33.69,31.0,33.96,27.49,26.95,22.91,22.37,19.68,15.9,9.43,8.09,6.2,5.39,8.63,9.16,7.82,7.01,5.39,4.85,4.58,7.01,7.28,8.36,8.63,9.97,11.05,11.32,14.02,11.86,15.09,16.44,18.87,20.22,19.41,17.79,20.49,22.37,25.88,29.38,30.73,30.19,29.11,28.03,33.96,29.65,36.12,34.23,38.54,41.24,40.43,46.09,45.55,44.47,37.47,37.2,36.66,30.19,30.19,35.31,29.38,31.54,35.04,28.03
BK0800,人工智能,33.69,29.38,33.42,48.52,55.53,54.99,72.78,75.47,74.39,75.2,81.67,80.59,77.9,74.39,71.7,61.19,61.99,68.19,74.66,76.01,72.24,71.97,72.24,71.7,71.97,74.93,71.16,74.12,73.05,70.89,68.19,65.5,66.85,66.85,70.08,71.43,69.54,67.12,70.35,66.85,70.08,71.7,73.32,73.85,72.78,70.35,66.31,66.04,65.77,66.31,65.5,64.42,65.23,60.92,60.92,61.46,60.11,60.65,60.38,58.76,58.76,56.6,57.68,49.6,47.44,42.32,36.12,38.81,34.23,34.5,31.27,32.35,27.49,33.69,33.15,36.93,36.12,31.81,28.84,23.18,26.15,24.53,23.18,23.72,23.45,19.41,17.52,10.24,12.4,21.02
BK0708,体育产业,33.42,38.81,27.49,18.87,21.56,28.84,31.0,25.07,22.91,30.46,32.88,33.96,37.2,38.54,37.47,38.54,40.7,47.17,49.6,42.86,46.9,44.47,45.01,44.74,45.28,37.47,34.23,34.23,31.27,33.15,27.76,30.19,35.31,36.66,34.5,34.5,34.5,36.39,35.31,30.73,33.96,33.69,27.76,31.0,42.59,41.78,35.58,36.39,36.93,37.47,37.47,36.39,36.66,34.5,35.58,38.54,37.2,38.27,39.08,40.16,41.51,39.89,41.51,43.94,45.55,39.35,43.4,45.55,44.74,43.94,44.2,40.97,40.43,35.85,35.85,32.88,29.92,25.07,24.8,26.42,23.18,22.1,22.64,22.37,28.03,35.04,33.96,32.35,33.15,30.19
BK0860,边缘计算,33.15,33.15,33.69,54.72,66.04,65.23,81.13,82.48,79.25,85.98,88.95,89.49,88.68,82.21,81.13,78.17,73.58,75.2,78.44,80.05,76.01,78.98,80.86,81.13,81.67,80.86,78.98,82.48,84.1,82.21,75.74,74.93,76.55,77.09,77.09,78.17,78.44,78.71,83.56,84.91,86.52,86.79,86.79,89.49,85.18,84.37,82.75,82.21,83.02,81.13,82.75,81.67,80.05,75.74,75.2,77.63,75.47,74.66,71.43,70.08,68.46,67.12,67.65,60.65,58.22,53.64,49.33,46.9,40.97,38.54,33.42,33.15,31.27,39.08,38.81,36.39,41.78,39.35,38.27,34.5,38.01,35.85,29.11,32.35,31.54,28.03,26.95,17.25,19.95,26.15
BK0447,电子信息,32.88,27.49,24.26,34.5,47.71,39.35,63.07,60.11,64.96,63.61,70.08,67.12,65.77,50.94,47.71,31.27,31.27,38.54,46.09,48.52,52.29,52.29,53.91,54.45,54.18,59.03,55.26,58.49,59.57,57.95,51.48,48.25,51.48,48.25,49.6,54.18,48.79,51.48,56.6,53.37,55.53,58.49,58.22,59.57,56.87,56.33,56.6,54.99,56.33,54.99,54.45,50.67,50.13,46.09,45.82,46.63,45.28,48.79,46.09,41.51,40.7,40.43,41.24,35.31,34.23,33.42,28.57,30.73,26.42,29.11,23.72,23.18,24.26,27.76,28.57,32.08,32.61,26.15,28.03,22.91,24.8,23.45,19.68,22.1,25.07,23.72,22.37,11.59,11.86,16.98
BK0677,粤港自贸,32.61,41.24,25.34,14.29,15.36,15.63,14.82,13.21,8.89,7.55,9.97,14.82,10.24,15.09,16.44,17.52,17.25,15.63,15.36,15.63,9.97,18.33,18.06,9.7,15.36,8.63,7.01,12.94,14.29,13.21,9.97,13.48,12.4,12.67,16.44,20.49,22.37,24.8,19.68,17.52,16.98,13.75,11.86,20.22,14.56,17.52,17.79,16.71,21.83,25.07,25.34,28.57,26.42,29.38,31.27,29.92,29.11,29.92,31.81,33.42,36.39,32.35,33.42,37.2,41.51,43.13,49.6,43.94,46.9,40.43,43.4,44.74,50.94,45.82,46.36,44.47,41.51,48.25,49.6,50.4,46.09,49.6,53.64,50.94,54.45,53.91,58.22,54.18,47.98,48.79
BK0888,农业种植,32.35,29.11,39.62,39.35,27.76,30.73,26.15,28.3,28.57,20.49,20.75,19.68,22.1,27.49,28.03,23.18,23.99,28.57,27.76,27.49,29.11,31.27,36.12,43.94,46.9,43.94,46.09,38.81,42.59,45.28,45.01,50.13,53.1,50.13,45.55,47.71,47.98,49.6,51.75,49.87,49.87,42.86,40.16,40.97,42.86,45.01,46.36,48.25,47.98,47.17,49.33,56.06,56.33,56.87,59.57,52.83,56.6,53.37,57.14,55.53,46.9,50.67,50.67,55.53,53.91,53.91,63.34,60.65,64.42,66.58,71.16,72.51,76.55,72.78,74.12,80.59,77.63,74.66,74.39,73.32,74.39,71.43,68.73,66.31,76.28,84.37,86.52,82.48,78.71,74.12
BK0840,OLED,32.08,28.57,35.04,49.87,47.17,44.47,50.13,45.55,55.8,49.06,66.31,70.35,68.46,60.92,72.24,72.51,72.78,72.24,73.05,76.55,70.08,68.46,74.93,73.32,77.9,84.64,86.25,85.71,84.91,85.98,85.71,82.21,83.29,83.29,85.18,88.14,87.33,88.41,90.57,90.57,90.3,91.64,92.18,93.26,92.72,92.72,91.64,91.11,91.64,90.03,91.37,89.22,89.76,88.41,87.06,87.6,85.71,87.06,86.52,85.18,84.37,84.64,83.02,81.67,81.94,82.48,83.83,84.64,84.1,83.29,76.28,80.05,77.09,80.32,75.74,75.74,74.93,71.97,72.24,66.85,69.54,63.88,60.11,63.61,57.41,46.36,39.35,43.4,50.4,57.14
BK0946,EDA概念,31.81,47.98,49.87,70.08,71.97,57.95,61.99,57.41,65.77,67.39,83.83,90.84,93.26,94.34,93.26,92.99,90.84,89.76,81.94,85.71,76.28,66.85,73.32,88.68,89.49,89.49,89.76,87.06,82.75,81.67,84.37,89.49,85.98,84.64,84.1,87.87,87.6,85.44,87.33,83.83,81.67,80.86,78.98,77.09,77.36,80.05,77.36,75.2,74.93,75.47,75.2,73.05,74.39,68.46,69.27,69.81,73.85,74.12,74.66,71.97,78.17,73.58,74.39,74.12,78.44,74.12,72.51,73.32,72.51,69.81,55.8,50.67,32.61,25.07,28.03,21.56,33.15,34.5,54.45,55.53,60.38,59.84,51.21,28.57,18.33,21.29,14.82,11.32,29.65,31.54
BK0853,电子竞技,31.54,41.51,34.5,28.03,32.88,38.54,40.7,37.74,36.39,43.13,39.62,45.28,45.82,39.62,32.08,29.65,32.88,35.04,34.5,34.23,43.67,41.78,35.58,39.08,41.24,36.66,44.47,44.74,48.52,49.6,50.4,54.45,55.8,52.56,46.36,50.94,45.82,44.47,43.13,39.08,37.2,38.27,35.31,30.19,30.19,19.95,20.49,23.45,28.03,23.99,22.64,16.71,20.22,15.09,15.09,17.25,16.44,15.63,17.79,19.95,20.22,19.68,19.68,15.09,18.33,20.75,24.53,26.15,32.08,45.01,40.16,38.54,46.9,46.63,43.13,50.94,47.71,46.9,46.36,52.29,37.74,39.35,40.43,39.62,43.13,46.63,38.27,38.01,31.0,29.65
BK0936,长寿药,31.27,25.88,23.72,23.99,17.25,22.91,17.25,12.4,8.36,5.93,6.47,12.4,16.98,19.68,17.79,18.06,16.17,17.25,15.9,17.25,17.52,12.67,19.14,11.59,17.52,18.33,23.18,22.64,23.72,27.49,32.35,32.61,29.11,24.26,21.29,21.56,16.44,13.21,13.48,12.4,7.82,11.05,13.21,24.26,20.49,18.06,13.75,13.21,22.37,14.82,13.75,14.29,21.02,17.25,19.41,11.59,11.86,13.75,13.75,13.21,11.59,12.94,8.63,11.32,11.32,12.94,16.17,18.87,19.41,18.6,18.6,18.87,22.91,18.87,25.61,33.42,38.54,41.78,45.82,54.99,45.82,45.01,47.17,54.45,64.69,67.12,64.15,73.05,61.73,43.13
BK0505,中字头,31.0,37.47,30.19,23.45,20.22,17.79,16.44,19.68,19.68,23.72,23.45,23.72,22.37,22.37,26.68,26.15,27.22,25.34,21.56,21.02,21.29,21.02,20.22,20.49,18.87,19.14,19.41,19.68,20.49,18.06,20.22,22.1,22.1,23.45,22.1,24.26,31.0,33.42,32.08,24.8,28.84,21.02,23.72,22.91,23.18,29.65,33.96,32.61,27.49,27.76,26.42,29.38,27.49,32.08,32.61,31.81,35.31,32.61,34.77,39.89,45.55,47.98,51.21,58.22,64.15,66.85,63.61,62.53,66.31,66.31,74.12,74.12,78.44,74.66,72.24,73.05,72.24,75.74,75.74,77.36,75.74,77.09,79.51,76.55,77.63,77.09,78.98,77.63,74.66,73.05
BK0923,字节概念,30.73,23.72,19.41,17.52,24.53,26.15,49.87,51.75,36.66,47.17,45.28,43.4,43.4,34.77,28.57,19.14,19.41,26.42,33.42,31.81,28.57,22.91,25.61,24.53,23.99,19.95,16.98,17.79,14.56,13.75,7.55,9.43,9.97,10.51,8.36,14.02,10.24,11.05,15.36,9.7,14.82,18.06,13.48,12.13,11.59,11.32,11.59,9.97,15.63,16.17,21.83,18.33,19.68,12.4,14.82,15.36,16.71,19.41,16.71,15.9,17.79,18.6,18.87,17.79,15.9,15.63,13.75,9.97,14.82,17.79,18.33,15.9,17.79,16.44,17.52,19.68,16.44,17.79,19.14,19.68,18.06,16.98,14.02,12.67,19.41,20.49,19.95,16.98,16.98,17.79
BK0672,沪企改革,30.46,64.42,36.93,22.91,28.03,29.38,21.29,20.22,22.1,22.1,20.22,21.02,21.83,15.36,17.52,16.44,14.56,14.29,14.29,15.36,18.6,12.4,20.49,13.75,15.63,10.78,14.02,13.48,13.48,12.94,7.28,7.82,7.01,6.47,6.2,5.93,6.74,8.89,10.51,5.93,7.28,5.93,5.66,5.66,4.31,5.93,7.28,5.66,5.12,6.47,7.82,7.82,7.01,8.36,10.51,9.7,12.4,11.86,14.29,15.09,16.71,9.7,16.17,21.29,17.25,18.06,21.83,23.72,22.64,22.1,26.68,22.91,28.03,26.42,27.22,25.88,22.91,31.0,29.38,30.73,23.72,28.03,32.35,30.46,35.58,38.27,42.05,40.7,38.54,35.31
BK0812,贬值受益,30.19,31.27,27.22,23.18,20.75,20.49,18.33,20.75,18.6,18.33,17.25,17.79,21.56,21.56,22.64,21.56,19.68,20.75,18.33,17.79,15.36,11.32,11.05,10.51,15.09,9.16,14.82,16.98,15.9,15.36,10.24,8.36,10.78,9.97,9.43,8.36,8.89,12.67,15.63,10.78,14.02,12.4,11.59,10.51,14.02,14.29,18.6,17.25,16.44,22.64,23.45,25.07,24.26,20.22,20.49,20.75,21.56,22.37,21.83,21.83,23.18,23.45,22.91,22.1,20.49,22.1,24.8,25.88,28.84,26.15,32.35,32.08,35.85,32.08,36.39,35.31,29.65,32.88,31.0,29.92,25.61,25.07,28.57,26.68,28.84,35.85,35.85,35.04,39.62,36.66
BK0737,软件服务,29.92,24.53,22.1,38.27,50.67,55.26,82.75,87.06,81.13,84.91,86.25,80.86,80.05,67.92,64.42,48.79,48.79,55.8,65.5,65.5,63.07,59.3,62.53,63.34,61.73,64.69,60.65,64.42,66.58,64.96,58.49,55.53,58.49,57.95,59.57,60.65,56.33,55.53,63.61,61.73,63.88,66.58,65.77,70.89,66.85,62.8,61.73,61.46,63.61,61.73,64.96,61.46,61.73,58.76,56.6,57.41,53.91,55.53,51.75,46.63,43.67,46.09,48.52,38.54,37.47,35.31,22.64,23.45,22.37,21.29,18.06,19.68,15.9,19.41,19.68,22.1,23.45,22.64,23.45,22.37,26.95,24.26,18.6,21.29,25.61,20.75,19.41,9.16,7.82,15.36
