,NAME,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22
BK0937,蚂蚁概念,40.97,42.86,34.77,38.27,40.43,51.21,47.17,33.96,44.47,43.13,32.35,25.88,23.45,18.6,16.17,24.8,31.81,66.31,63.61,73.05,69.0,80.86,86.52,84.64,77.36,36.66,33.96,7.01,11.32,30.46,49.33,29.65,50.13,52.83,69.54,77.63,84.37,88.41,79.51,75.74,54.45,70.62,52.02,45.55,51.21,63.34,55.53,67.92,73.58,77.63,88.41,80.86,73.85,84.37,77.9,75.74,85.18,75.47,48.52,45.82,38.01,43.4,46.09,50.13,61.19,52.29,45.01,50.4,80.86,87.06,85.44,86.25,84.64,77.36,72.51,68.73,62.26,51.48,14.29,6.2,5.12,10.24,9.7,8.36,8.89,14.02,7.28,15.63,12.13,24.53,25.88,19.68,28.84,26.42,14.02,6.74,11.59,14.02,18.6,9.43,12.13,11.32,5.39,8.36,12.94,17.25,17.25,14.02,18.33,25.34,20.22,16.98,21.56,18.87,24.26,21.56,47.71,51.75,52.02,43.67,47.98,57.14,52.29,56.33,39.08,37.47,33.42,34.23,46.36,50.4,48.52,52.29,48.25,56.6,57.95,64.96,42.32,50.67,26.15,25.61
BK0927,免税概念,40.7,50.4,56.87,47.98,30.46,63.34,70.62,59.3,84.91,91.64,91.91,94.61,96.5,93.8,96.77,95.69,90.03,94.34,91.91,31.27,23.18,13.21,10.51,36.66,8.89,5.39,26.15,34.23,35.85,25.88,73.58,74.66,76.01,57.41,80.59,80.59,71.43,18.06,11.32,19.68,8.36,9.7,36.12,24.26,22.64,22.64,35.58,51.21,65.77,67.12,40.7,58.49,18.87,49.33,53.64,48.79,50.94,66.04,56.87,65.77,50.4,31.27,36.93,51.48,32.88,19.95,18.6,13.48,10.78,5.93,14.02,16.44,13.21,8.63,5.39,6.74,4.31,5.39,3.77,3.77,19.41,9.16,14.56,15.9,20.75,25.34,19.68,11.32,17.79,27.76,16.71,19.95,29.92,31.81,44.47,33.96,26.68,36.12,36.93,34.23,27.22,29.65,13.75,6.2,3.23,2.96,3.77,5.66,6.47,6.2,7.82,16.71,35.31,55.26,67.65,71.7,80.05,69.27,73.58,45.82,48.52,61.46,68.19,61.99,65.77,60.11,77.36,74.66,76.82,86.79,88.41,80.86,78.71,87.33,72.24,62.26,34.5,42.86,40.97,40.7
BK0884,光刻胶,40.43,33.96,31.0,38.54,23.18,26.68,7.28,21.83,14.02,7.28,7.01,7.28,4.31,2.43,4.04,74.12,57.95,34.77,66.31,89.76,89.76,81.94,94.61,95.69,95.42,21.56,33.15,29.38,4.58,4.58,9.7,14.02,5.66,3.5,3.23,8.63,20.22,28.84,67.12,56.06,57.41,51.75,64.96,42.86,42.59,29.11,22.37,29.11,26.15,24.8,51.75,37.47,40.7,34.23,36.12,70.08,76.01,49.87,95.69,96.23,96.77,98.92,98.92,99.19,98.92,99.19,98.92,97.57,90.03,79.51,66.58,38.54,82.21,87.87,80.86,67.39,91.37,87.06,88.41,96.23,95.69,96.23,79.51,74.93,88.95,88.95,78.44,94.88,93.53,88.14,77.36,58.49,66.58,64.15,23.18,62.8,75.47,86.52,83.29,90.03,97.84,98.11,98.92,99.19,99.46,98.65,97.84,87.33,91.64,66.31,26.42,39.89,2.43,0.27,0.27,7.28,2.7,11.32,9.7,38.01,57.95,52.29,23.72,25.88,31.81,38.27,13.48,4.58,4.58,2.96,1.89,5.39,3.23,16.98,12.4,13.75,53.64,57.14,38.54,25.07
BK0920,车联网,40.16,34.77,26.68,34.5,36.12,34.77,28.03,32.61,23.18,18.6,18.6,19.14,15.36,12.4,14.56,26.95,35.04,34.5,45.01,58.22,49.87,44.2,77.09,79.25,82.75,73.32,76.28,62.53,52.56,75.74,81.4,77.36,82.75,92.45,88.68,84.1,76.82,75.2,72.51,50.13,40.7,34.23,19.68,5.93,5.39,9.97,11.05,23.45,15.9,24.26,38.54,46.09,59.3,57.14,66.04,64.69,65.23,44.2,60.38,64.15,52.29,58.76,58.76,60.65,63.88,73.32,79.78,79.78,92.45,93.8,93.8,91.37,87.6,90.57,89.76,88.95,85.44,83.56,52.56,52.29,45.55,55.53,40.43,24.8,34.23,42.86,34.23,51.75,57.14,71.16,68.46,47.17,48.52,47.98,33.42,34.5,53.91,42.86,43.94,20.22,35.31,36.93,49.6,52.83,59.84,61.19,56.06,64.96,68.73,71.97,54.99,60.11,69.0,47.98,28.84,23.99,23.99,22.37,18.87,24.26,20.22,24.8,12.13,21.83,29.38,26.95,29.38,22.1,18.06,17.79,16.17,21.56,30.19,22.91,21.83,25.34,22.64,29.65,25.07,18.06
BK0666,苹果概念,39.89,32.61,34.5,40.97,37.47,29.38,25.07,27.76,17.79,9.97,7.82,6.74,4.58,4.85,4.31,3.23,4.04,6.74,11.32,17.25,26.95,19.14,34.5,62.26,60.11,62.26,56.33,44.74,23.99,49.06,51.21,43.94,33.42,39.08,29.92,28.03,50.94,58.76,60.65,39.62,34.23,31.27,39.35,17.25,15.63,12.94,6.47,4.04,5.12,6.47,7.55,10.51,27.76,28.57,39.62,47.17,63.61,60.38,76.82,77.63,78.17,84.1,77.63,72.51,87.6,90.57,84.64,83.02,75.47,63.61,74.12,70.08,79.78,82.48,78.71,73.32,90.57,93.26,95.42,95.69,94.61,92.45,80.86,79.25,87.87,87.33,84.64,89.76,87.87,83.29,71.16,50.94,64.42,50.94,30.19,47.44,35.04,20.75,23.72,40.97,65.23,68.73,79.78,85.71,83.83,80.59,86.52,84.37,84.91,87.6,84.64,82.75,79.51,69.27,41.78,55.26,19.95,18.06,11.32,26.42,25.34,14.29,16.17,21.29,42.86,39.89,45.28,39.89,31.27,23.45,27.76,40.16,32.08,29.65,25.34,33.15,47.71,35.58,33.96,24.26
BK0718,证金持股,39.62,40.16,43.94,40.7,35.04,42.05,54.18,54.18,74.39,65.77,69.27,61.99,68.19,59.3,69.54,59.57,50.94,43.67,38.81,39.89,50.67,59.03,54.18,55.53,49.6,58.22,56.06,54.18,53.91,42.32,37.2,32.35,35.58,37.47,37.2,35.85,36.12,40.97,43.4,51.21,62.26,69.54,61.99,61.46,69.54,66.31,66.85,64.69,60.65,54.45,63.07,47.44,39.62,35.04,24.8,25.34,31.0,38.54,40.43,36.39,13.21,12.67,14.56,18.6,18.87,18.87,14.82,17.79,15.63,14.56,21.02,27.76,26.68,22.91,18.33,19.95,23.18,26.68,33.42,32.88,34.23,35.04,54.99,56.6,54.45,54.18,40.97,26.42,22.64,24.8,27.22,28.57,32.35,39.08,54.45,42.59,35.31,47.44,53.91,55.8,53.1,61.73,39.89,33.42,32.88,31.27,40.7,44.47,38.54,43.13,42.05,34.23,47.17,58.76,67.12,69.81,76.28,71.16,69.54,54.72,62.8,65.77,67.39,68.46,57.95,61.99,68.19,74.12,78.44,85.71,81.94,81.67,85.44,88.14,87.6,79.25,65.77,60.92,61.99,69.27
BK0898,胎压监测,39.35,32.35,33.96,50.13,36.66,28.03,22.1,29.65,25.34,21.29,24.26,28.84,31.0,28.3,32.08,28.03,42.05,27.22,45.82,50.67,39.35,40.97,35.31,58.76,77.09,73.85,60.38,67.92,30.73,49.6,75.47,75.2,89.22,98.11,95.42,94.61,93.53,92.18,87.87,84.1,78.17,71.97,37.2,8.89,6.47,6.2,4.04,30.46,28.03,30.73,26.68,13.21,16.98,13.21,27.22,41.51,48.25,12.13,22.37,34.77,40.97,57.68,64.42,63.07,62.53,63.88,75.2,79.51,81.94,79.25,78.17,73.05,74.12,74.93,77.09,86.79,77.9,75.47,66.58,68.19,28.3,51.21,27.76,23.18,42.32,22.37,38.81,53.1,70.08,74.12,71.43,61.46,73.32,73.58,67.92,70.89,69.0,66.04,48.79,37.74,58.49,52.02,51.21,55.26,61.46,69.27,68.19,71.97,65.5,62.8,63.88,69.81,74.12,64.42,38.54,14.82,14.29,16.98,19.14,34.5,40.16,46.9,32.61,25.07,39.89,41.78,29.11,23.99,26.95,25.07,23.45,13.48,16.17,8.63,7.82,8.63,20.22,19.95,12.13,6.47
BK0464,石油行业,39.08,51.75,83.83,94.88,92.45,50.67,72.24,78.44,86.79,87.87,90.03,91.37,41.78,16.17,3.5,2.43,6.47,7.28,3.23,8.63,42.32,28.03,15.36,24.53,30.19,68.19,63.88,72.24,86.79,10.51,4.31,15.9,41.78,42.86,31.27,11.86,9.16,4.04,5.12,9.97,13.75,5.93,15.9,53.1,77.63,94.07,91.11,94.61,94.07,92.72,90.03,98.65,95.96,78.44,45.01,4.85,20.22,3.5,2.43,9.43,12.94,1.08,36.66,69.27,28.3,43.94,43.94,84.91,70.35,89.76,87.6,94.07,62.53,34.5,46.63,62.8,56.33,22.91,44.47,4.85,6.2,0.27,2.7,25.34,32.35,12.94,9.97,5.93,15.09,19.95,20.22,33.15,28.57,16.17,8.89,2.43,4.85,11.32,9.7,22.64,41.24,29.92,30.46,26.68,31.27,34.23,45.28,39.62,42.32,41.24,28.57,47.98,69.27,74.93,91.64,85.98,89.76,83.29,83.83,87.33,90.3,92.18,92.72,94.07,92.45,93.26,94.88,95.69,97.57,98.92,97.84,96.23,98.92,96.77,97.04,98.65,98.92,98.92,98.92,97.84
BK0600,新三板,38.81,35.58,40.7,35.58,31.0,53.91,53.64,42.86,49.87,52.29,56.06,60.11,53.37,52.29,53.91,27.49,40.7,45.55,43.94,38.54,36.39,40.43,55.26,63.61,60.38,54.18,48.52,59.3,63.34,71.97,66.58,68.46,55.26,47.17,60.65,68.19,66.58,63.34,57.14,57.95,63.61,60.65,56.33,49.87,41.24,32.88,31.27,32.08,30.46,29.92,21.29,24.26,21.29,29.65,38.54,42.59,51.48,42.86,38.27,36.93,36.12,35.31,27.76,45.55,47.98,50.4,55.8,56.33,63.88,55.53,51.48,58.22,61.99,55.53,58.76,57.41,45.01,49.6,46.36,50.67,52.02,45.82,49.33,42.86,38.54,39.89,44.47,45.01,48.52,50.4,52.29,57.95,54.45,59.57,62.8,59.03,61.19,59.57,48.52,36.12,33.96,35.04,35.04,26.95,31.81,18.33,18.06,16.98,22.91,21.83,24.8,33.42,35.85,43.94,46.09,48.52,51.21,49.33,47.71,60.92,59.3,54.45,53.64,58.49,53.1,60.38,64.42,63.34,74.66,69.81,73.85,76.82,73.85,71.7,69.0,71.97,72.24,78.71,69.0,70.08
BK0925,三板精选,38.54,42.59,40.16,21.83,23.45,33.69,57.41,32.35,42.86,49.6,50.4,50.94,48.52,56.87,77.63,81.13,82.48,80.86,85.44,85.18,85.98,84.91,92.45,81.94,77.63,70.89,27.22,69.0,67.12,80.32,78.17,90.84,80.86,66.85,76.55,80.86,83.02,65.5,70.62,56.87,53.1,39.62,52.56,68.19,41.78,34.77,43.4,70.62,61.46,41.78,44.2,25.07,14.02,9.43,21.29,29.11,24.53,3.77,1.62,4.58,6.2,9.16,10.24,15.09,26.15,39.62,54.45,65.5,65.77,61.73,67.12,62.53,63.88,59.3,60.38,44.74,33.42,35.04,45.55,58.76,71.97,70.89,74.12,78.44,88.68,91.11,89.22,90.03,90.3,86.52,76.55,89.22,85.18,84.37,85.71,85.44,80.05,75.2,65.5,75.74,71.97,49.06,62.8,57.95,68.46,71.97,76.01,82.75,86.79,89.76,90.57,91.64,90.84,93.53,90.57,86.79,90.03,89.22,80.32,74.12,78.98,80.59,76.82,82.75,76.55,85.98,81.13,72.78,96.23,99.19,99.19,98.65,98.65,99.19,98.11,96.5,94.88,96.77,85.98,83.29
BK0894,阿兹海默,38.27,39.08,49.6,57.14,69.27,70.35,80.05,88.41,81.67,66.04,60.65,60.38,64.69,89.49,83.83,73.32,67.65,83.29,77.36,49.33,31.27,26.68,21.29,1.35,6.47,2.43,18.87,26.42,49.33,31.0,35.58,18.6,9.16,15.63,3.77,29.92,19.95,4.31,29.65,69.0,74.66,71.43,91.37,90.3,84.1,78.17,79.25,91.64,91.91,93.8,94.61,92.45,49.87,52.29,83.29,70.89,66.85,22.91,2.7,0.54,6.74,11.32,12.94,14.29,17.52,6.47,27.76,29.65,12.67,13.75,9.7,8.09,8.09,10.24,13.48,13.21,1.35,1.62,4.58,26.68,47.44,51.75,87.33,82.48,44.74,42.59,60.65,30.46,24.8,9.97,4.85,4.85,2.43,3.5,20.22,24.26,18.06,22.64,30.73,50.94,49.33,32.35,21.56,27.22,18.33,38.01,42.32,49.33,25.07,16.98,18.06,21.29,33.69,29.11,28.03,10.24,16.44,14.29,21.83,11.59,12.94,16.17,22.91,19.14,10.51,13.21,11.59,15.09,22.37,42.32,37.2,33.42,48.79,41.51,58.76,69.81,58.76,82.75,85.18,82.48
BK0699,全息技术,38.01,38.01,42.32,45.28,43.13,32.08,22.91,16.98,21.29,15.63,24.8,23.72,22.91,37.2,34.23,63.61,83.02,84.64,89.76,91.91,82.48,71.7,65.23,46.09,63.34,57.41,34.77,21.02,15.09,19.41,22.37,64.15,78.17,73.32,66.58,65.5,77.63,83.83,73.32,77.63,77.9,66.85,57.14,46.36,46.9,41.51,31.0,22.37,24.8,57.95,69.27,67.39,67.39,57.41,40.43,52.83,53.1,66.31,70.62,29.11,36.93,38.27,10.78,14.56,40.43,67.12,60.65,67.39,58.76,64.96,68.73,61.19,77.09,79.78,76.82,70.62,73.32,70.08,73.58,71.7,35.04,36.66,10.24,8.63,9.97,3.23,0.81,7.28,14.02,18.33,43.67,39.89,38.81,55.8,47.71,69.27,81.13,74.39,74.66,81.94,67.65,63.07,71.7,77.9,84.1,90.84,85.98,89.49,83.56,84.1,96.23,93.53,92.45,77.9,60.38,25.61,25.88,32.61,23.72,27.22,8.36,3.5,9.43,14.02,13.75,25.61,26.15,15.36,14.82,8.09,15.9,39.62,31.27,19.68,24.8,19.68,19.95,11.86,16.98,29.38
BK0671,彩票概念,37.74,37.47,31.54,17.79,18.06,35.04,40.97,31.0,36.39,48.25,45.55,45.01,42.32,41.24,44.2,53.37,58.22,75.2,67.39,52.02,43.4,44.74,53.1,71.43,82.48,66.04,38.27,23.72,43.67,73.58,83.29,85.71,87.87,86.79,84.37,81.67,83.56,84.1,74.12,73.05,73.05,72.78,59.3,54.99,70.62,80.05,79.51,73.32,79.51,91.37,81.4,82.48,85.18,92.45,86.52,88.41,89.22,89.76,81.13,61.46,60.11,51.21,25.88,17.52,36.39,16.17,16.98,30.73,42.86,52.02,62.26,51.48,59.84,53.1,49.87,50.67,42.59,28.03,17.79,7.01,2.16,10.51,12.4,6.74,2.7,4.04,3.77,4.04,2.96,7.55,14.56,10.51,24.8,26.95,49.6,32.35,27.22,30.46,35.31,35.31,32.88,32.08,18.6,15.9,15.9,16.44,29.11,32.08,27.22,29.92,42.86,36.39,49.33,63.34,64.15,53.1,60.11,63.88,50.94,40.16,26.95,47.71,53.1,47.71,43.94,50.94,60.38,55.26,77.09,82.48,84.64,90.03,88.95,94.88,83.29,81.4,51.75,59.03,39.08,59.84
BK0814,大飞机,37.47,38.81,41.78,39.62,17.52,5.39,2.96,1.89,3.77,12.67,8.63,8.89,10.78,31.81,57.68,70.35,52.02,47.71,51.48,50.94,79.51,30.19,22.64,5.39,13.21,23.45,54.72,58.76,32.88,12.13,8.63,31.27,33.69,31.54,19.41,21.29,12.4,11.86,38.54,38.27,27.22,23.18,26.95,40.16,37.74,33.69,49.06,36.93,28.3,61.73,71.43,77.09,86.79,79.25,64.96,74.93,71.7,82.75,73.32,54.99,61.99,36.93,35.58,27.22,54.18,61.19,60.11,71.43,70.62,54.72,56.6,70.35,71.7,75.74,88.68,92.99,84.37,81.13,84.64,85.18,69.27,72.78,49.06,13.75,1.89,1.89,9.16,59.03,59.84,55.53,62.26,40.16,70.08,89.49,90.3,91.91,89.49,79.25,88.68,90.57,92.18,88.68,90.57,81.94,88.68,86.25,88.95,96.5,93.8,88.95,94.34,95.69,92.72,93.8,80.05,88.68,87.06,87.33,92.18,97.57,87.06,76.01,83.29,74.93,92.72,91.37,61.19,49.87,16.98,5.12,10.78,13.21,16.98,21.02,5.93,0.81,8.89,1.89,10.78,33.15
BK0697,IPO受益,37.2,46.09,47.98,59.3,66.04,67.39,79.78,80.86,86.52,85.71,84.91,80.59,87.33,80.86,78.44,82.21,85.98,78.98,72.78,68.19,80.32,78.71,61.73,55.26,52.83,34.5,32.88,35.04,38.27,35.58,32.61,24.26,37.2,36.39,40.7,33.42,29.65,25.61,22.91,24.8,35.85,62.8,59.84,65.5,67.12,69.54,80.32,78.17,78.44,78.17,66.31,54.99,54.99,59.03,72.51,60.38,59.57,66.58,64.15,76.55,76.01,71.97,80.86,78.71,58.22,48.79,39.89,26.42,26.15,19.14,18.6,14.02,11.86,12.4,18.87,27.49,34.77,48.79,57.14,41.78,55.53,53.37,62.53,61.46,57.68,34.77,28.03,11.05,18.6,23.72,24.8,30.19,36.12,36.66,37.74,41.51,34.77,50.67,41.78,40.43,38.54,33.69,23.18,19.95,20.75,17.52,18.6,17.52,17.25,17.25,20.49,26.95,39.62,49.33,54.99,49.6,64.42,54.72,60.92,48.25,54.99,58.49,65.23,64.15,47.71,58.76,67.65,73.32,75.2,81.67,77.36,83.29,81.67,83.29,83.56,77.36,69.54,59.57,63.34,69.81
BK0601,海工装备,36.93,45.82,59.03,82.48,50.94,30.19,18.87,28.57,50.13,57.41,53.64,58.49,38.81,40.97,50.13,58.76,54.72,47.44,35.31,39.62,71.7,34.5,23.72,5.93,11.05,36.93,49.33,40.97,35.31,11.05,11.05,27.76,45.55,56.33,46.36,18.87,13.48,15.63,17.25,20.22,24.8,14.02,12.67,23.45,29.11,42.05,40.16,45.28,51.48,45.28,47.98,74.12,84.64,78.71,62.53,44.2,58.76,63.34,51.48,70.35,52.83,29.65,18.33,21.29,18.6,30.73,44.2,45.28,49.06,32.88,47.98,52.29,58.22,58.76,66.85,74.39,67.92,71.7,68.46,61.46,44.2,39.62,23.45,37.74,19.41,14.82,13.48,22.37,36.93,42.86,43.94,36.12,54.18,51.21,61.99,46.09,39.62,29.92,44.2,65.5,72.51,74.93,74.39,72.51,73.85,78.98,80.32,92.99,90.03,91.64,86.25,85.44,86.79,85.44,83.83,81.67,85.44,67.12,72.78,85.18,73.58,80.32,85.44,83.56,80.86,81.94,89.22,89.22,80.05,71.16,83.56,77.63,89.76,88.41,88.95,87.87,81.4,84.37,92.45,92.99
BK0665,电商概念,36.66,38.27,46.63,46.36,47.17,60.11,67.65,58.49,54.18,56.33,58.76,63.34,73.05,60.11,65.77,72.24,73.32,83.83,88.41,82.48,77.63,78.44,73.32,79.78,78.71,71.43,64.42,59.57,69.81,73.05,80.32,76.55,72.51,51.75,60.92,68.73,68.19,47.71,35.85,46.09,49.33,49.06,47.17,50.67,54.45,51.75,53.91,65.23,69.0,59.3,54.18,59.3,51.21,55.53,50.4,42.32,43.94,49.33,52.83,63.88,63.07,61.19,71.7,77.09,68.73,61.73,56.33,46.9,38.54,31.27,24.26,25.61,29.65,23.72,29.11,25.34,22.37,24.26,23.72,32.35,42.86,34.77,47.98,46.09,33.42,29.92,32.88,27.76,25.61,23.45,20.75,26.42,18.33,15.63,14.29,13.48,10.78,8.36,8.09,9.16,9.43,8.63,7.82,9.43,8.63,11.32,10.24,14.29,16.44,31.54,36.93,30.73,34.5,40.7,59.84,45.82,54.99,58.76,54.18,25.88,22.91,38.81,46.9,40.7,21.56,23.45,35.04,33.42,40.43,46.36,40.7,40.97,38.27,42.32,50.4,43.94,26.68,52.02,43.67,34.23
BK0421,高速公路,36.39,31.0,56.33,70.62,73.58,92.18,95.42,84.1,90.03,95.15,91.64,91.64,89.76,91.37,82.48,59.03,62.8,66.85,27.49,44.74,84.91,93.8,95.42,82.48,81.13,80.59,60.92,69.54,89.49,71.16,23.72,49.6,49.33,53.1,68.19,59.3,53.37,54.72,22.37,35.04,52.56,38.27,59.03,75.74,86.79,85.18,90.03,83.56,87.06,79.78,76.28,49.33,12.94,5.12,3.23,7.01,1.89,2.43,1.35,1.35,0.54,0.81,6.2,8.36,9.97,5.93,7.82,19.41,18.6,27.76,46.9,50.67,35.85,26.95,14.56,20.49,14.82,21.83,31.54,12.94,11.05,7.82,19.14,27.76,33.15,36.93,30.46,18.87,16.71,21.29,16.44,23.45,37.47,37.47,61.19,36.39,51.48,45.55,49.33,69.81,76.28,81.94,51.48,33.15,20.22,18.6,13.75,17.25,15.63,8.63,2.43,1.35,3.5,12.67,25.34,53.37,64.96,66.58,80.86,57.14,71.43,82.75,88.95,86.52,77.9,63.34,82.48,68.46,62.26,73.32,74.93,77.09,80.32,82.48,89.76,86.79,69.27,81.94,78.98,90.03
BK0802,无人驾驶,36.12,36.39,30.73,41.51,40.97,37.2,39.62,49.33,47.17,32.08,25.07,22.64,23.18,15.09,22.37,36.66,29.11,20.49,28.03,45.82,50.94,57.41,71.16,77.09,81.67,70.62,79.51,78.44,62.8,60.11,71.97,72.51,83.83,97.57,95.69,93.53,92.99,92.99,91.37,86.52,84.1,79.25,54.18,16.71,11.59,20.75,19.68,45.82,42.59,53.64,69.81,72.24,80.05,82.21,86.79,83.29,85.44,59.03,68.46,79.51,61.19,62.53,66.58,44.47,61.73,73.85,80.86,78.44,86.25,83.83,90.03,84.1,80.05,88.41,86.52,87.33,86.79,88.95,72.78,78.44,47.71,71.43,55.53,35.31,40.43,37.74,29.65,38.27,59.57,57.95,55.53,30.46,35.85,33.69,18.87,22.91,41.51,47.17,46.09,33.42,63.34,61.19,67.39,68.19,76.01,83.29,77.9,80.59,77.63,81.4,72.51,75.47,80.32,75.2,47.17,40.43,29.11,19.14,17.79,32.35,30.19,33.15,12.67,18.33,26.68,29.38,26.42,25.07,15.36,15.36,18.6,19.14,28.84,23.45,19.41,16.44,16.44,14.82,18.06,10.78
BK0574,锂电池,35.85,46.9,39.62,47.44,28.03,34.5,55.26,76.01,74.12,52.56,47.17,46.09,50.67,49.33,58.76,39.35,20.75,14.56,22.91,18.6,29.11,8.09,9.43,19.41,23.72,41.78,59.03,57.41,16.17,16.98,43.13,48.79,39.35,70.08,70.35,75.47,78.44,85.18,88.14,85.98,81.4,79.78,85.18,74.12,71.7,80.86,62.53,59.84,48.79,63.61,69.0,76.28,90.84,91.11,93.53,90.57,92.72,94.88,94.88,98.65,98.92,98.11,97.57,95.96,96.77,95.69,97.3,96.5,97.84,93.53,78.71,70.62,73.05,78.17,67.39,71.7,83.29,84.64,84.1,89.22,94.07,95.69,94.34,96.77,98.92,98.38,98.38,99.19,98.65,98.65,98.38,98.38,98.11,96.77,94.34,95.42,95.96,94.61,92.99,91.11,83.29,90.03,92.18,92.72,94.34,92.45,94.07,91.37,96.5,93.26,94.88,94.34,93.53,93.26,83.02,91.64,52.29,69.81,39.08,78.44,89.49,83.29,70.08,74.12,93.26,94.07,90.03,81.94,58.22,41.51,50.94,37.47,27.76,28.03,29.11,43.13,90.84,64.96,85.71,80.59
BK0480,航天航空,35.58,36.93,63.88,32.61,11.05,0.54,0.0,0.0,0.27,0.81,0.81,0.81,0.27,2.96,21.83,54.45,43.67,49.06,69.0,86.79,97.84,76.55,65.77,12.4,48.25,45.82,64.96,60.11,16.71,2.7,0.27,11.86,6.47,5.66,2.7,4.04,2.16,2.43,20.22,8.89,9.16,11.05,9.43,16.98,7.82,3.23,32.08,15.09,19.68,78.98,83.02,86.25,96.5,95.42,92.72,98.11,94.34,97.04,92.45,84.91,94.88,76.01,65.23,42.32,84.64,85.71,90.57,91.91,95.69,74.66,73.32,85.98,85.98,95.96,98.38,98.92,94.88,88.14,86.52,95.15,80.05,81.67,21.56,0.27,0.0,0.0,0.0,13.48,8.36,4.85,13.21,0.27,30.46,90.57,92.99,92.99,91.91,61.19,93.8,96.5,98.92,97.04,96.5,87.6,93.53,92.72,96.77,99.46,98.65,94.61,95.42,97.84,93.8,95.96,71.16,90.57,83.56,82.48,78.17,95.96,72.78,45.28,91.11,68.19,90.84,83.29,30.46,5.93,0.0,0.0,0.0,0.81,1.35,0.81,0.27,0.0,1.35,1.35,2.7,12.13
BK0837,互联医疗,35.31,28.84,35.04,43.13,42.59,44.2,39.08,29.38,26.42,42.05,41.78,43.94,39.35,44.74,43.4,53.64,55.8,70.08,74.66,60.92,55.8,63.34,56.06,40.43,55.26,20.75,29.92,32.88,47.98,60.38,59.57,67.92,66.04,66.31,48.25,82.21,85.18,83.56,83.29,86.79,86.79,83.02,85.71,83.83,82.75,73.05,85.18,86.79,88.14,79.25,83.29,87.33,76.82,87.6,88.95,86.25,74.12,64.69,36.66,45.28,54.18,49.87,41.24,34.23,38.01,38.81,26.68,20.22,32.61,36.12,32.08,27.49,46.9,49.6,56.87,53.37,51.75,49.87,33.96,46.9,57.14,64.15,77.63,80.59,68.46,53.91,59.57,52.02,37.74,32.61,30.19,33.96,14.29,16.98,32.08,50.4,41.78,42.32,35.58,19.95,17.25,17.79,21.83,21.83,15.09,24.53,19.95,24.53,28.3,47.17,46.36,22.64,26.42,17.79,19.68,8.36,14.56,13.21,9.16,8.63,6.47,5.93,6.74,7.82,6.47,6.47,5.66,9.16,22.91,34.77,32.61,36.66,36.66,44.47,46.36,66.04,40.7,56.33,48.52,36.12
